"NC-10 House Election Winner","Drake Bulldogs vs. Belmont Bruins","","","","","","","","","","","Ethereum Up or Down - January 30, 3:45AM-4:00AM ET","","","",""
"NC-09 House Election Winner","Valparaiso Beacons vs. Bradley Braves","","","","","","","","","","","XRP Up or Down - January 30, 3:30AM-3:45AM ET","","","",""
"NC-08 House Election Winner","UIC Flames vs. Murray State Racers","","","","","","","","","","","Solana Up or Down - January 30, 3:30AM-3:45AM ET","","","",""
"NC-07 House Election Winner","Indiana State Sycamores vs. Evansville Aces","","","","","","","","","","","Bitcoin Up or Down - January 30, 3:30AM-3:45AM ET","","","",""
"NC-06 House Election Winner","Southern Illinois Salukis vs. Illinois State Redbirds","","","","","","","","","","","Ethereum Up or Down - January 30, 3:30AM-3:45AM ET","","","",""
"NC-05 House Election Winner","UNLV Runnin' Rebels vs. Fresno State Bulldogs","","","","","","","","","","","Solana Up or Down - January 30, 3:00AM-3:15AM ET","","","",""
"NC-04 House Election Winner","Saint Louis Billikens vs. Davidson Wildcats","","","","","","","","","","","Bitcoin Up or Down - January 30, 3:00AM-3:15AM ET","","","",""
"NC-03 House Election Winner","St. Bonaventure Bonnies vs. Dayton Flyers","","","","","","","","","","","Ethereum Up or Down - January 30, 3:00AM-3:15AM ET","","","",""
"NC-02 House Election Winner","VCU Rams vs. Fordham Rams","","","","","","","","","","","XRP Up or Down - January 30, 3:00AM-3:15AM ET","","","",""
"MT-02 House Election Winner","La Salle Explorers vs. Loyola Chicago Ramblers","","","","","","","","","","","XRP Up or Down - January 31, 3AM ET","","","",""
"MS-04 House Election Winner","Alcorn State Braves vs. Arkansas-Pine Bluff Golden Lions","","","","","","","","","","","Solana Up or Down - January 31, 3AM ET","","","",""
"MS-03 House Election Winner","Indiana Hoosiers vs. USC Trojans","","","","","","","","","","","Ethereum Up or Down - January 31, 3AM ET","","","",""
"MS-02 House Election Winner","Wyoming Cowboys vs. San Diego State Aztecs","","","","","","","","","","","Bitcoin Up or Down - January 31, 3AM ET","","","",""
"MS-01 House Election Winner","Nevada Wolf Pack vs. Boise State Broncos","","","","","","","","","","","XRP Up or Down - January 30, 2:45AM-3:00AM ET","","","",""
"MO-08 House Election Winner","Xavier Musketeers vs. Connecticut Huskies","","","","","","","","","","","Ethereum Up or Down - January 30, 2:45AM-3:00AM ET","","","",""
"MO-07 House Election Winner","St. John's Red Storm vs. DePaul Blue Demons","","","","","","","","","","","Bitcoin Up or Down - January 30, 2:45AM-3:00AM ET","","","",""
"MO-06 House Election Winner","Air Force Falcons vs. Grand Canyon Antelopes","","","","","","","","","","","Solana Up or Down - January 30, 2:45AM-3:00AM ET","","","",""
"MO-04 House Election Winner","Boston College Eagles vs. Duke Blue Devils","","","","","","","","","","","Solana Up or Down - January 30, 2:30AM-2:45AM ET","","","",""
"MO-03 House Election Winner","Pittsburgh Panthers vs. Virginia Cavaliers","","","","","","","","","","","Ethereum Up or Down - January 30, 2:30AM-2:45AM ET","","","",""
"MO-02 House Election Winner","North Carolina State Wolfpack vs. SMU Mustangs","","","","","","","","","","","XRP Up or Down - January 30, 2:30AM-2:45AM ET","","","",""
"MO-01 House Election Winner","Suns vs. Trail Blazers","","","","","","","","","","","Bitcoin Up or Down - January 30, 2:30AM-2:45AM ET","","","",""
"MN-08 House Election Winner","76ers vs. Warriors","","","","","","","","","","","Ethereum Up or Down - January 30, 2:15AM-2:30AM ET","","","",""
"MN-07 House Election Winner","Akron Zips vs. Eastern Michigan Eagles","","","","","","","","","","","Solana Up or Down - January 30, 2:15AM-2:30AM ET","","","",""
"MN-06 House Election Winner","Magic vs. Thunder","","","","","","","","","","","XRP Up or Down - January 30, 2:15AM-2:30AM ET","","","",""
"MN-05 House Election Winner","Ball State Cardinals vs. Bowling Green Falcons","","","","","","","","","","","Bitcoin Up or Down - January 30, 2:15AM-2:30AM ET","","","",""
"MN-04 House Election Winner","Central Michigan Chippewas vs. Massachusetts Minutemen","","","","","","","","","","","Ethereum Up or Down - January 30, 2:00AM-2:15AM ET","","","",""
"MN-03 House Election Winner","Bulls vs. Bucks","","","","","","","","","","","Bitcoin Up or Down - January 30, 2:00AM-2:15AM ET","","","",""
"MN-01 House Election Winner","Kent State Golden Flashes vs. Toledo Rockets","","","","","","","","","","","XRP Up or Down - January 30, 2:00AM-2:15AM ET","","","",""
"MI-13 House Election Winner","Celtics vs. Mavericks","","","","","","","","","","","Solana Up or Down - January 30, 2:00AM-2:15AM ET","","","",""
"MI-12 House Election Winner","Miami (OH) RedHawks vs. Buffalo Bulls","","","","","","","","","","","XRP Up or Down - January 31, 2AM ET","","","",""
"MI-11 House Election Winner","Hawks vs. Heat","","","","","","","","","","","Solana Up or Down - January 31, 2AM ET","","","",""
"MI-09 House Election Winner","Western Michigan Broncos vs. Ohio Bobcats","","","","","","","","","","","Ethereum Up or Down - January 31, 2AM ET","","","",""
"MI-06 House Election Winner","Lakers vs. Nets","","","","","","","","","","","Bitcoin Up or Down - January 31, 2AM ET","","","",""
"MI-05 House Election Winner","Knicks vs. Wizards","","","","","","","","","","","Solana Up or Down - January 30, 1:45AM-2:00AM ET","","","",""
"MI-02 House Election Winner","Canisius Golden Griffins vs. Niagara Purple Eagles","","","","","","","","","","","XRP Up or Down - January 30, 1:45AM-2:00AM ET","","","",""
"MI-01 House Election Winner","UTSA Roadrunners vs. UAB Blazers (W)","","","","","","","","","","","Bitcoin Up or Down - January 30, 1:45AM-2:00AM ET","","","",""
"ME-01 House Election Winner","Jazz vs. Pacers","","","","","","","","","","","Ethereum Up or Down - January 30, 1:45AM-2:00AM ET","","","",""
"MD-08 House Election Winner","Texas A&M Aggies vs. Alabama Crimson Tide","","","","","","","","","","","XRP Up or Down - January 30, 1:30AM-1:45AM ET","","","",""
"MD-07 House Election Winner","Tulsa Golden Hurricane vs. Wichita State Shockers (W)","","","","","","","","","","","Solana Up or Down - January 30, 1:30AM-1:45AM ET","","","",""
"MD-06 House Election Winner","FC Bayern Munchen vs. Paris Basketball","","","","","","","","","","","Ethereum Up or Down - January 30, 1:30AM-1:45AM ET","","","",""
"MD-05 House Election Winner","Oklahoma Sooners vs. Kentucky Wildcats","","","","","","","","","","","Bitcoin Up or Down - January 30, 1:30AM-1:45AM ET","","","",""
"MD-04 House Election Winner","William Peace Pacers vs. North Carolina Central Eagles (W)","","","","","","","","","","","XRP Up or Down - January 31, 1AM ET","","","",""
"MD-03 House Election Winner","Barcelona vs. Fenerbahce","","","","","","","","","","","Solana Up or Down - January 31, 1AM ET","","","",""
"MD-02 House Election Winner","South Carolina Gamecocks vs. Texas Longhorns","","","","","","","","","","","Ethereum Up or Down - January 31, 1AM ET","","","",""
"MD-01 House Election Winner","Oakland Golden Grizzlies vs. Northern Kentucky Norse (W)","","","","","","","","","","","Bitcoin Up or Down - January 31, 1AM ET","","","",""
"MA-09 House Election Winner","Olimpia Milano vs. Saski Baskonia","","","","","","","","","","","Solana Up or Down - January 30, 12:45AM-1:00AM ET","","","",""
"MA-08 House Election Winner","Ole Miss Rebels vs. Tennessee Volunteers","","","","","","","","","","","Ethereum Up or Down - January 30, 12:45AM-1:00AM ET","","","",""
"MA-07 House Election Winner","Niagara Purple Eagles vs. Canisius Golden Griffins (W)","","","","","","","","","","","XRP Up or Down - January 30, 12:45AM-1:00AM ET","","","",""
"MA-06 House Election Winner","Panathinaikos vs. Real Madrid","","","","","","","","","","","Bitcoin Up or Down - January 30, 12:45AM-1:00AM ET","","","",""
"MA-05 House Election Winner","SIUE Cougars vs. Lindenwood Lions","","","","","","","","","","","Solana Up or Down - January 30, 12:30AM-12:45AM ET","","","",""
"MA-04 House Election Winner","KK Crvena Zvezda vs. Hapoel Tel Aviv","","","","","","","","","","","XRP Up or Down - January 30, 12:30AM-12:45AM ET","","","",""
"MA-03 House Election Winner","SIUE Cougars vs. Lindenwood Lions (W)","","","","","","","","","","","Bitcoin Up or Down - January 30, 12:30AM-12:45AM ET","","","",""
"MA-02 House Election Winner","Zalgiris Kaunas vs. Monaco","","","","","","","","","","","Ethereum Up or Down - January 30, 12:30AM-12:45AM ET","","","",""
"MA-01 House Election Winner","Nuggets vs. Pistons","","","","","","","","","","","Ethereum Up or Down - January 30, 12:15AM-12:30AM ET","","","",""
"LA-06 House Election Winner","Anadolu Efes vs. Valencia","","","","","","","","","","","Solana Up or Down - January 30, 12:15AM-12:30AM ET","","","",""
"LA-05 House Election Winner","BC Dubai vs. Olympiacos B.C.","","","","","","","","","","","XRP Up or Down - January 30, 12:15AM-12:30AM ET","","","",""
"LA-04 House Election Winner","Maccabi Tel Aviv vs. Partizan","","","","","","","","","","","Bitcoin Up or Down - January 30, 12:15AM-12:30AM ET","","","",""
"LA-03 House Election Winner","Wonju DB Promy vs. Daegu Pegasus","","","","","","","","","","","Solana Up or Down - January 30, 12:00AM-12:15AM ET","","","",""
"LA-02 House Election Winner","LG Sakers vs. Mobis Phoebus","","","","","","","","","","","XRP Up or Down - January 30, 12:00AM-12:15AM ET","","","",""
"LA-01 House Election Winner","KCC Egis vs. Seoul Thunders","","","","","","","","","","","Solana Up or Down - January 30, 12:00AM-4:00AM ET","","","",""
"KY-06 House Election Winner","Seoul Knights vs. Goyang","","","","","","","","","","","Ethereum Up or Down - January 30, 12:00AM-12:15AM ET","","","",""
"KY-05 House Election Winner","Regatas vs. Boca Juniors","","","","","","","","","","","XRP Up or Down - January 30, 12:00AM-4:00AM ET","","","",""
"KY-04 House Election Winner","Saint-Quentin vs. Limoges","","","","","","","","","","","Bitcoin Up or Down - January 30, 12:00AM-12:15AM ET","","","",""
"KY-03 House Election Winner","Shanghai Sharks vs. Shenzhen Leopards","","","","","","","","","","","Ethereum Up or Down - January 30, 12:00AM-4:00AM ET","","","",""
"KY-02 House Election Winner","Nanjing Monkey King vs. Sichuan Blue Whales","","","","","","","","","","","Bitcoin Up or Down - January 30, 12:00AM-4:00AM ET","","","",""
"KY-01 House Election Winner","Beijing Royal Fighters vs. Qingdao Eagles","","","","","","","","","","","XRP Up or Down - January 31, 12AM ET","","","",""
"KS-04 House Election Winner","Wuerzburg vs. Joventut","","","","","","","","","","","Solana Up or Down - January 31, 12AM ET","","","",""
"KS-03 House Election Winner","Unicaja vs. Chalon/Saone","","","","","","","","","","","Ethereum Up or Down - January 31, 12AM ET","","","",""
"KS-02 House Election Winner","Tofas vs. AEK","","","","","","","","","","","Bitcoin Up or Down - January 31, 12AM ET","","","",""
"KS-01 House Election Winner","Tarleton State Texans vs. Utah Valley Wolverines (W)","","","","","","","","","","","Bitcoin Up or Down - January 29, 11:45PM-12:00AM ET","","","",""
"IN-09 House Election Winner","Bucks vs. Wizards","","","","","","","","","","","Solana Up or Down - January 29, 11:45PM-12:00AM ET","","","",""
"IN-08 House Election Winner","UT Arlington Mavericks vs. Southern Utah Thunderbirds (W)","","","","","","","","","","","XRP Up or Down - January 29, 11:45PM-12:00AM ET","","","",""
"IN-07 House Election Winner","Kings vs. 76ers","","","","","","","","","","","Ethereum Up or Down - January 29, 11:45PM-12:00AM ET","","","",""
"IN-06 House Election Winner","Valencia vs. Maccabi Tel Aviv","","","","","","","","","","","Ethereum Up or Down - January 29, 11:30PM-11:45PM ET","","","",""
"IN-05 House Election Winner","Olimpia Milano vs. Partizan","","","","","","","","","","","Solana Up or Down - January 29, 11:30PM-11:45PM ET","","","",""
"IN-04 House Election Winner","Olympiacos B.C. vs. Barcelona","","","","","","","","","","","XRP Up or Down - January 29, 11:30PM-11:45PM ET","","","",""
"IN-03 House Election Winner","Hapoel Tel Aviv vs. FC Bayern Munchen","","","","","","","","","","","Bitcoin Up or Down - January 29, 11:30PM-11:45PM ET","","","",""
"IN-02 House Election Winner","Fenerbahce vs. Anadolu Efes","","","","","","","","","","","Bitcoin Up or Down - January 29, 11:15PM-11:30PM ET","","","",""
"IL-16 House Election Winner","New Mexico Lobos vs. Utah State Aggies","","","","","","","","","","","XRP Up or Down - January 29, 11:15PM-11:30PM ET","","","",""
"IL-15 House Election Winner","Shandong Hi-Speed Kirin vs. Ningbo Rockets","","","","","","","","","","","Ethereum Up or Down - January 29, 11:15PM-11:30PM ET","","","",""
"IL-14 House Election Winner","Which NBA players will be traded this season?","","","","","","","","","","","Solana Up or Down - January 29, 11:15PM-11:30PM ET","","","",""
"IL-13 House Election Winner","Will Ja Morant be traded before the 2026 trade deadline?","","","","","","","","","","","XRP Up or Down - January 29, 11:00PM-11:15PM ET","","","",""
"IL-12 House Election Winner","Bismarck State Mystics vs. North Dakota Fighting Hawks (W)","","","","","","","","","","","Ethereum Up or Down - January 29, 11:00PM-11:15PM ET","","","",""
"IL-11 House Election Winner","Mississippi Valley State Delta Devils vs. Southern Jaguars","","","","","","","","","","","Bitcoin Up or Down - January 29, 11:00PM-11:15PM ET","","","",""
"IL-10 House Election Winner","Arkansas-Pine Bluff Golden Lions vs. Grambling State Tigers","","","","","","","","","","","Solana Up or Down - January 29, 11:00PM-11:15PM ET","","","",""
"IL-09 House Election Winner","Howard Bison vs. Coppin State Eagles","","","","","","","","","","","XRP Up or Down - January 30, 11PM ET","","","",""
"IL-08 House Election Winner","Will Cooper Flagg win the 2025-26 NBA Rookie of the Year Award?","","","","","","","","","","","Solana Up or Down - January 30, 11PM ET","","","",""
"IL-07 House Election Winner","Tua Tagovailoa traded by next season?","","","","","","","","","","","Ethereum Up or Down - January 30, 11PM ET","","","",""
"IL-06 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 30, 11PM ET","","","",""
"IL-05 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 10:45PM-11:00PM ET","","","",""
"IL-04 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 10:45PM-11:00PM ET","","","",""
"IL-03 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 10:45PM-11:00PM ET","","","",""
"IL-02 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 10:45PM-11:00PM ET","","","",""
"IL-01 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 10:30PM-10:45PM ET","","","",""
"ID-02 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 10:30PM-10:45PM ET","","","",""
"ID-01 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 10:30PM-10:45PM ET","","","",""
"IA-04 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 10:30PM-10:45PM ET","","","",""
"IA-02 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 10:15PM-10:30PM ET","","","",""
"HI-02 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 10:15PM-10:30PM ET","","","",""
"HI-01 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 10:15PM-10:30PM ET","","","",""
"GA-14 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 10:15PM-10:30PM ET","","","",""
"GA-13 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 10:00PM-10:15PM ET","","","",""
"GA-12 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 10:00PM-10:15PM ET","","","",""
"GA-11 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 10:00PM-10:15PM ET","","","",""
"GA-10 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 10:00PM-10:15PM ET","","","",""
"GA-09 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 30, 10PM ET","","","",""
"GA-08 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 30, 10PM ET","","","",""
"GA-07 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 30, 10PM ET","","","",""
"GA-06 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 30, 10PM ET","","","",""
"GA-05 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 9:45PM-10:00PM ET","","","",""
"GA-04 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 9:45PM-10:00PM ET","","","",""
"GA-03 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 9:45PM-10:00PM ET","","","",""
"GA-02 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 9:45PM-10:00PM ET","","","",""
"GA-01 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 9:30PM-9:45PM ET","","","",""
"FL-28 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 9:30PM-9:45PM ET","","","",""
"FL-27 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 9:30PM-9:45PM ET","","","",""
"FL-26 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 9:30PM-9:45PM ET","","","",""
"FL-25 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 9:15PM-9:30PM ET","","","",""
"FL-24 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 9:15PM-9:30PM ET","","","",""
"FL-22 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 9:15PM-9:30PM ET","","","",""
"FL-21 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 9:15PM-9:30PM ET","","","",""
"FL-20 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 9:00PM-9:15PM ET","","","",""
"FL-19 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 9:00PM-9:15PM ET","","","",""
"FL-18 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 9:00PM-9:15PM ET","","","",""
"FL-17 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 9:00PM-9:15PM ET","","","",""
"FL-16 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 30, 9PM ET","","","",""
"FL-15 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 30, 9PM ET","","","",""
"FL-14 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 30, 9PM ET","","","",""
"FL-12 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 30, 9PM ET","","","",""
"FL-11 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 8:45PM-9:00PM ET","","","",""
"FL-10 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 8:45PM-9:00PM ET","","","",""
"FL-09 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 8:45PM-9:00PM ET","","","",""
"FL-08 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 8:45PM-9:00PM ET","","","",""
"FL-07 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 8:30PM-8:45PM ET","","","",""
"FL-06 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 8:30PM-8:45PM ET","","","",""
"FL-05 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 8:30PM-8:45PM ET","","","",""
"FL-04 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 8:30PM-8:45PM ET","","","",""
"FL-03 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 8:15PM-8:30PM ET","","","",""
"FL-02 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 8:15PM-8:30PM ET","","","",""
"FL-01 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 8:15PM-8:30PM ET","","","",""
"DE-AL House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 8:15PM-8:30PM ET","","","",""
"CT-04 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 8:00PM-12:00AM ET","","","",""
"CT-03 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 8:00PM-8:15PM ET","","","",""
"CT-02 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 8:00PM-12:00AM ET","","","",""
"CT-01 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 8:00PM-12:00AM ET","","","",""
"CO-07 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 8:00PM-8:15PM ET","","","",""
"CO-06 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 8:00PM-8:15PM ET","","","",""
"CO-05 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 8:00PM-8:15PM ET","","","",""
"CO-04 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 8:00PM-12:00AM ET","","","",""
"CO-02 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 30, 8PM ET","","","",""
"CO-01 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 30, 8PM ET","","","",""
"CA-52 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 30, 8PM ET","","","",""
"CA-51 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 30, 8PM ET","","","",""
"CA-50 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 7:45PM-8:00PM ET","","","",""
"CA-49 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 7:45PM-8:00PM ET","","","",""
"CA-48 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 7:45PM-8:00PM ET","","","",""
"CA-47 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 7:45PM-8:00PM ET","","","",""
"CA-46 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 7:30PM-7:45PM ET","","","",""
"CA-45 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 7:30PM-7:45PM ET","","","",""
"CA-44 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 7:30PM-7:45PM ET","","","",""
"CA-43 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 7:30PM-7:45PM ET","","","",""
"CA-42 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 7:15PM-7:30PM ET","","","",""
"CA-41 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 7:15PM-7:30PM ET","","","",""
"CA-39 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 7:15PM-7:30PM ET","","","",""
"CA-38 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 7:15PM-7:30PM ET","","","",""
"CA-37 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 7:00PM-7:15PM ET","","","",""
"CA-36 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 7:00PM-7:15PM ET","","","",""
"CA-35 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 7:00PM-7:15PM ET","","","",""
"CA-34 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 7:00PM-7:15PM ET","","","",""
"CA-33 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 30, 7PM ET","","","",""
"CA-32 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 30, 7PM ET","","","",""
"CA-31 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 30, 7PM ET","","","",""
"CA-30 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 30, 7PM ET","","","",""
"CA-29 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 6:45PM-7:00PM ET","","","",""
"CA-28 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 6:45PM-7:00PM ET","","","",""
"CA-26 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 6:45PM-7:00PM ET","","","",""
"CA-25 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 6:45PM-7:00PM ET","","","",""
"CA-24 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 6:30PM-6:45PM ET","","","",""
"CA-23 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 6:30PM-6:45PM ET","","","",""
"CA-21 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 6:30PM-6:45PM ET","","","",""
"CA-20 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 6:30PM-6:45PM ET","","","",""
"CA-19 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 6:15PM-6:30PM ET","","","",""
"CA-18 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 6:15PM-6:30PM ET","","","",""
"CA-16 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 6:15PM-6:30PM ET","","","",""
"CA-15 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 6:15PM-6:30PM ET","","","",""
"CA-14 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 6:00PM-6:15PM ET","","","",""
"CA-12 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 6:00PM-6:15PM ET","","","",""
"CA-11 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 6:00PM-6:15PM ET","","","",""
"CA-10 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 6:00PM-6:15PM ET","","","",""
"CA-09 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 30, 6PM ET","","","",""
"CA-08 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 30, 6PM ET","","","",""
"CA-07 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 30, 6PM ET","","","",""
"CA-06 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 30, 6PM ET","","","",""
"CA-05 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 5:45PM-6:00PM ET","","","",""
"CA-04 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 5:45PM-6:00PM ET","","","",""
"CA-03 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 5:45PM-6:00PM ET","","","",""
"CA-02 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 5:45PM-6:00PM ET","","","",""
"CA-01 House Election Winner","","","","","","","","","","","","Abstract FDV above ___ one day after launch?","","","",""
"AZ-09 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 5:30PM-5:45PM ET","","","",""
"AZ-08 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 5:30PM-5:45PM ET","","","",""
"AZ-07 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 5:30PM-5:45PM ET","","","",""
"AZ-05 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 5:30PM-5:45PM ET","","","",""
"AZ-04 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 5:15PM-5:30PM ET","","","",""
"AZ-03 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 5:15PM-5:30PM ET","","","",""
"AR-04 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 5:15PM-5:30PM ET","","","",""
"AR-03 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 5:15PM-5:30PM ET","","","",""
"AR-02 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 5:00PM-5:15PM ET","","","",""
"AR-01 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 5:00PM-5:15PM ET","","","",""
"AL-07 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 5:00PM-5:15PM ET","","","",""
"AL-06 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 5:00PM-5:15PM ET","","","",""
"AL-05 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 30, 5PM ET","","","",""
"AL-04 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 30, 5PM ET","","","",""
"AL-03 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 30, 5PM ET","","","",""
"AL-02 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 30, 5PM ET","","","",""
"AL-01 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 4:45PM-5:00PM ET","","","",""
"Zhang Youxia seen in public by February 28?","","","","","","","","","","","","XRP Up or Down - January 29, 4:45PM-5:00PM ET","","","",""
